"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","C","mut","div","trans","Vtot","nu","numGclasses","cancer"
0.55,1.25,1457.34,0,0,0,40.08,0.23,0,0,1062605.43,8.58,3502154.71,5e-17,1,0
0.55,1.75,1174.375,0,0,0,48.48,0.02,0,0,2254143.91,6.33,3078229.18,5e-17,1,0
0.55,2.25,1486.765,0,0,0,50,0.24,0,0,5007891.14,7.21,3729919.31,5e-17,1,0
0.55,2.75,4772.025,0,0,0,50.02,0.41,0,0,15817855.3,13.39,7333062.57,5e-17,1,0
0.55,3.25,17339.7,526707525.8,32422777.17,5766475.04,50.07,23065348.09,0,0.15,492855297112.45,568.2,174870990604.28,5e-17,1,0.15
0.55,3.75,14319.93,1791718071.22,110297467.27,19617392.38,50.05,78467659.55,0,0.57,1492785568689.77,469.82,529619863948.14,5e-17,1,0.57
0.55,4.25,12733.965,2751009880.3,169495149.09,30091288.47,50.1,120362740.32,0,0.73,2066607051692.65,417.96,731092716946,5e-17,1,0.73
0.55,4.75,12357.285,3513751559.74,216503886.18,38434467.71,50.1,153738098.64,0,0.85,2585541693206.57,406.18,915797994831.82,5e-17,1,0.85
0.55,0.5,14931.655,54.13,0.62,21.2,2.22,86.5,0,0,19443.7,10.01,1609339.08,5e-17,1,0
0.55,1,2037.075,0,0,0,28.33,0.2,0,0,589193.55,10.67,3772170.29,5e-17,1,0
0.55,1.5,1219.73,0,0,0,46.02,0.14,0,0,1642694.02,7.06,3321388.06,5e-17,1,0
0.55,2,1266.445,0,0,0,49.63,0.09,0,0,3234135.86,6.42,3191683.49,5e-17,1,0
0.55,2.5,2041.005,0,0,0,50.03,0.26,0,0,7975681.14,8.57,4627779.26,5e-17,1,0
0.55,3,16327.02,32.21,1.98,0.31,50.06,1.47,0,0,74057182.4,52.93,27985400.82,5e-17,1,0
0.55,3.5,16053.98,1204383375.36,74146130.63,13185121.13,50.06,52739465.13,0,0.38,1108438850832.8,527.04,393160225239.19,5e-17,1,0.38
0.55,4,13168.1,2304462736.69,141866441.95,25231439.47,50.05,100924456.64,0,0.71,1779046119927.63,432,631087558706.62,5e-17,1,0.71
0.55,4.5,12785.435,3154661589.91,194340695.57,34512617.11,50.09,138049453.05,0,0.66,2395326167076.43,420.07,849036565901.69,5e-17,1,0.66
0.55,5,11179.72,3831891481.71,236339854.03,41865174.58,50.16,167459973.84,0,0.85,2552816243771.88,367.09,902039486057.76,5e-17,1,0.85
0.6,0.75,8592.66,10.95,0.17,1.5,8.83,7.57,0,0,150212.87,15.53,3438867.21,5e-17,1,0
0.6,1.25,1539.405,0,0,0,37.02,0.12,0,0,928685.31,7.95,3293767.15,5e-17,1,0
0.6,1.75,1182.82,0,0,0,48.35,0.1,0,0,2233194.8,6.53,3193367.79,5e-17,1,0
0.6,2.25,1443.415,0,0,0,49.99,0.14,0,0,4643265.43,6.79,3567524.41,5e-17,1,0
0.6,2.75,3824.05,0,0,0,50.04,0.38,0,0,13995096.87,12.09,6653013.31,5e-17,1,0
0.6,3.25,17592.345,377526637.1,23606633.76,4135204.67,50.04,16541175.43,0,0.12,350937140862.53,575.95,122650977267.5,5e-17,1,0.12
0.6,3.75,14147.825,1651793255.74,103412136.2,18069124.26,50.1,72276251.97,0,0.56,1376793023252.65,464.05,479768987744.45,5e-17,1,0.56
0.6,4.25,12233.73,2633444123.87,164882454.04,28805908.88,50.1,115223065.72,0,0.73,1924996108967.29,401.18,670092586672.32,5e-17,1,0.73
0.6,4.75,11299.57,3404305861.08,213296207.99,37208379.77,50.14,148833906.74,0,0.82,2318518641390.95,370.81,805715637383.74,5e-17,1,0.82
0.6,0.5,13015.915,37.24,0.42,17.39,1.65,70.52,0,0,10608.41,5.99,917350.64,5e-17,1,0
0.6,1,2402.665,0,0,0,24.33,0.54,0,0,489157.33,10.91,3511263.37,5e-17,1,0
0.6,1.5,1250.055,0,0,0,44.6,0.16,0,0,1483330.27,7,3162090.75,5e-17,1,0
0.6,2,1214.215,0,0,0,49.57,0.09,0,0,3103304.47,6.46,3178206.88,5e-17,1,0
0.6,2.5,1932.625,0,0,0,50.03,0.27,0,0,7203557.66,8.34,4296603.1,5e-17,1,0
0.6,3,13780.16,17.52,0.93,0.19,50.05,0.97,0,0,47524267.65,33.56,18368159.22,5e-17,1,0
0.6,3.5,15851.575,1055894862.16,66090342.97,11552644.95,50.1,46210290.67,0,0.4,967448295141.18,519.96,337342084613.83,5e-17,1,0.4
0.6,4,13307.845,2175787605.29,136178775.88,23809913.18,50.08,95238998.08,0,0.65,1722022093670.92,436.81,600211831364.5,5e-17,1,0.65
0.6,4.5,12952.03,3036949396.7,190299741.19,33186368.64,50.15,132743850.91,0,0.76,2373322819725.33,425.54,825509153367.06,5e-17,1,0.76
0.6,5,11282.295,3725945718.53,233742093.4,40662017.39,50.22,162648431.69,0,0.81,2547089656285.44,370.41,883905468634.06,5e-17,1,0.81
0.65,0.75,12175.09,24.09,0.4,3.1,6.21,13.32,0,0,115101.15,17.63,3424332.42,5e-17,1,0
0.65,1.25,1656.315,0,0,0,35.4,0.33,0,0,918319.86,9.17,3541061.23,5e-17,1,0
0.65,1.75,1184.685,0,0,0,47.84,0.27,0,0,2155767.72,6.7,3225513.33,5e-17,1,0
0.65,2.25,1391.34,0,0,0,49.98,0.2,0,0,4492902.93,6.87,3568026.18,5e-17,1,0
0.65,2.75,3163.36,0,0,0,50.02,0.12,0,0,12333689.74,11,6011835.19,5e-17,1,0
0.65,3.25,17812.79,225328847.77,14312177.42,2468812.6,50.03,9874964.34,0,0.08,197639017476.43,581.55,68014993862.53,5e-17,1,0.08
0.65,3.75,14797.46,1517214522.72,96513655.53,16594357.88,50.11,66375303.36,0,0.48,1341793088658.32,485.35,460081501839.06,5e-17,1,0.48
0.65,4.25,12997.795,2514688988.58,159982355.27,27501835.28,50.11,110006774.47,0,0.78,1987585402726.68,426.57,681144853176.87,5e-17,1,0.78
0.65,4.75,11743.64,3305399468.76,210210356.92,36168637.43,50.08,144675911.13,0,0.77,2376361511229.6,385.48,815219545975.93,5e-17,1,0.77
0.65,0.5,11432.04,30.86,0.4,14.83,1.3,58.08,0,0,6384.87,3.6,563341.63,5e-17,1,0
0.65,1,2900.185,0,0,0,21.06,0.59,0,0,435511.58,11.68,3573103.16,5e-17,1,0
0.65,1.5,1298.43,0,0,0,43.56,0.35,0,0,1366735.36,6.98,3098016.26,5e-17,1,0
0.65,2,1213.98,0,0,0,49.48,0.11,0,0,3129742.71,6.45,3326932.12,5e-17,1,0
0.65,2.5,1789.71,0,0,0,50,0.25,0,0,6724036,7.94,4125333.87,5e-17,1,0
0.65,3,9067.76,3.57,0.21,0.06,50.04,0.42,0,0,32061044.58,24.15,12689608.82,5e-17,1,0
0.65,3.5,16286.605,918827463.77,58398715.09,10059332.92,50.06,40237112.59,0,0.33,872651406872.96,534.52,299859764782.53,5e-17,1,0.33
0.65,4,13212.36,2050843806.3,130408925.34,22441744.01,50.08,89766047.42,0,0.65,1634318480610.76,433.47,560970225052.62,5e-17,1,0.65
0.65,4.5,12895.675,2931436149.42,186479279.62,32064898.9,50.1,128258818.58,0,0.78,2313038621540.34,423.59,793110411167.13,5e-17,1,0.78
0.65,5,11600.5,3628990537.99,231184125.67,39625057.78,50.19,158499674.07,0,0.8,2589888045326.34,381.03,884723963771.1,5e-17,1,0.8
0.7,0.75,15587.6,49.78,0.85,8.72,4.33,34.41,0,0,69311.47,15.25,2631631.15,5e-17,1,0
0.7,1.25,1765.39,0,0,0,33.04,0.19,0,0,834512.13,9.54,3509194.19,5e-17,1,0
0.7,1.75,1217.97,0,0,0,47.21,0.32,0,0,1954041.99,6.68,3064446.72,5e-17,1,0
0.7,2.25,1326.47,0,0,0,49.84,0.11,0,0,4354623.27,6.93,3576709.91,5e-17,1,0
0.7,2.75,2822.89,0,0,0,50.01,0.11,0,0,10930106.08,10.5,5470331.89,5e-17,1,0
0.7,3.25,18175.205,70532985,4550411.22,772814.85,50.07,3091140.26,0,0,43825414349.36,561.62,14836498142.33,5e-17,1,0
0.7,3.75,15573.015,1389296399.9,89714157.08,15206154.94,50.07,60825447.31,0,0.48,1311195314847.72,511.35,443214821122.7,5e-17,1,0.48
0.7,4.25,13879.755,2392396409.21,154687298.85,26144605.47,50.15,104578797.07,0,0.62,2056491752071.72,455.88,693547867737.71,5e-17,1,0.62
0.7,4.75,11854.39,3198089252.87,206647387.77,34980400.9,50.1,139922697.49,0,0.79,2356611879895.67,389.19,795009331414.83,5e-17,1,0.79
0.7,0.5,7257.975,9.97,0.09,5.5,1.09,22.15,0,0,1978.45,1.2,170205.8,5e-17,1,0
0.7,1,3669.995,0,0,0,17.62,0.69,0,0,372472.81,12.49,3542540.37,5e-17,1,0
0.7,1.5,1353.54,0,0,0,42.18,0.36,0,0,1326193.96,7.44,3190329.63,5e-17,1,0
0.7,2,1211.94,0,0,0,49.17,0.27,0,0,2863717.55,6.23,3163452.21,5e-17,1,0
0.7,2.5,1694.035,0,0,0,49.99,0.15,0,0,6635529.23,7.64,4197636.63,5e-17,1,0
0.7,3,7005.955,0.72,0.04,0.01,50.03,0.47,0,0,27441667.72,19.36,11117083.17,5e-17,1,0
0.7,3.5,16949.13,774615934.31,50010559.57,8480091.86,50.07,33920846.56,0,0.27,771081223515.43,555.99,260843672331.58,5e-17,1,0.27
0.7,4,13471.75,1925914368.31,124388108.93,21075308.44,50.08,84301751.52,0,0.65,1586726300696.33,441.89,536198876771.65,5e-17,1,0.65
0.7,4.5,12359.185,2825946691.71,182456243.12,30940575.37,50.05,123763455.08,0,0.75,2162103816541.75,405.7,730985353893.24,5e-17,1,0.75
0.7,5,11110.02,3536034363.37,228553213.18,38663763.75,50.12,154654643.3,0,0.86,2446765307489.08,364.59,824750890859.52,5e-17,1,0.86
0.75,0.75,16746.295,51.2,0.94,11.83,2.97,48.22,0,0,48003.89,14.9,2330129.09,5e-17,1,0
0.75,1.25,1912.745,0,0,0,31.18,0.69,0,0,791596.54,10.12,3665003.56,5e-17,1,0
0.75,1.75,1222.74,0,0,0,46.43,0.11,0,0,1943379.34,6.89,3204443.29,5e-17,1,0
0.75,2.25,1265.33,0,0,0,49.91,0.19,0,0,3777423.73,6.14,3207386.13,5e-17,1,0
0.75,2.75,2440.395,0,0,0,50.02,0.35,0,0,9434777.91,9.44,4847762.15,5e-17,1,0
0.75,3.25,18215.4,560.53,37.06,6.34,50.05,26.39,0,0,236695368.06,152.84,80736330.57,5e-17,1,0
0.75,3.75,15136.96,1257368691.18,82438045.69,13764386.14,50.06,55057205.45,0,0.48,1163231854605.57,496.53,387335877189.63,5e-17,1,0.48
0.75,4.25,12494.355,2285159609.3,149841719.86,25013459.26,50.06,100053908.87,0,0.78,1780114581472.46,409.61,592419009655.57,5e-17,1,0.78
0.75,4.75,12245.36,3085499913.03,202659470.24,33704860.55,50.17,134818388.98,0,0.8,2390844375511.91,401.99,794401269516.14,5e-17,1,0.8
0.75,0.5,3980.715,1.5,0.01,0.62,1.02,4.07,0,0,465.76,0.3,40151.59,5e-17,1,0
0.75,1,4374.605,0.59,0,0.03,14.39,0.72,0,0,308206.78,13.2,3479328.15,5e-17,1,0
0.75,1.5,1408.055,0,0,0,40.47,0.25,0,0,1213532.76,7.53,3118206.2,5e-17,1,0
0.75,2,1173.595,0,0,0,48.81,0.2,0,0,2845279.32,6.66,3277851.87,5e-17,1,0
0.75,2.5,1563.825,0,0,0,50.02,0.12,0,0,5831932.57,7.39,3801960.22,5e-17,1,0
0.75,3,5990.435,0,0,0,50.05,0.21,0,0,20975545.74,15.91,8706193.86,5e-17,1,0
0.75,3.5,17182.755,623299234.47,40891254.19,6817206.11,50.13,27268585.42,0,0.18,629031279300.09,563.45,209216176403.38,5e-17,1,0.18
0.75,4,14279.88,1797216236,117924482.61,19655819.5,50.11,78622204.23,0,0.55,1596536231846.68,468.68,531105214491.31,5e-17,1,0.55
0.75,4.5,12678.085,2709310972.65,177765560.81,29636264.85,50.1,118544449.62,0,0.7,2160336283962.66,416.34,717931692956.9,5e-17,1,0.7
0.75,5,11205.515,3439072805.93,225626666.34,37624375.83,50.09,150497916.03,0,0.79,2434678303047.23,367.78,808831802306.51,5e-17,1,0.79
0.8,0.75,15059.22,51.21,0.76,17.17,2.26,70.56,0,0,24845.67,7.77,1308516.31,5e-17,1,0
0.8,1.25,2089.845,0,0,0,27.7,0.48,0,0,696101.81,10.3,3584007.93,5e-17,1,0
0.8,1.75,1249.61,0,0,0,45.86,0.26,0,0,1931444.05,7.2,3360864.24,5e-17,1,0
0.8,2.25,1264.3,0,0,0,49.76,0.25,0,0,3810969.02,6.47,3356216.37,5e-17,1,0
0.8,2.75,1984.4,0,0,0,50.02,0.32,0,0,9067547.09,9.08,4792275.38,5e-17,1,0
0.8,3.25,15957.1,42.48,2.64,0.44,50.05,1.84,0,0,81161028.02,52.7,28320737.78,5e-17,1,0
0.8,3.75,15873.985,1124124369.31,74823514.72,12306239.56,50.06,49225944.18,0,0.43,1104831318933.02,520.86,362477198394.37,5e-17,1,0.43
0.8,4.25,12868.525,2163101926.96,144081713.59,23660920.16,50.1,94642009.15,0,0.77,1762584871896.67,422.31,577206784907.36,5e-17,1,0.77
0.8,4.75,11938.05,2980288557.37,198731540.11,32555315.65,50.17,130222812.87,0,0.79,2277138920814.41,391.74,742825933441.33,5e-17,1,0.79
0.8,0.5,2264.155,0.07,0,0.07,1.01,1.85,0,0,148.65,0.04,12206.11,5e-17,1,0
0.8,1,6248.13,3.33,0.1,0.33,11.79,2.04,0,0,255408.63,14.69,3502537.86,5e-17,1,0
